,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,EURUSD=X,NZDUSD=X,USDMXN=X,EURUSD=X,NZDUSD=X,USDMXN=X,EURUSD=X,NZDUSD=X,USDMXN=X,EURUSD=X,NZDUSD=X,USDMXN=X,EURUSD=X,NZDUSD=X,USDMXN=X,EURUSD=X,NZDUSD=X,USDMXN=X
Datetime,,,,,,,,,,,,,,,,,,
2023-08-14 00:00:00,1.0946906805038452,0.5987306833267212,16.99321937561035,1.0946906805038452,0.5987306833267212,16.99321937561035,1.0948106050491333,0.5993047952651978,17.001800537109375,1.0944511890411377,0.5987306833267212,16.981000900268555,1.0944511890411377,0.5990893840789795,17.00071907043457,0.0,0.0,0
2023-08-14 01:00:00,1.0940918922424316,0.5975143313407898,17.009849548339844,1.0940918922424316,0.5975143313407898,17.009849548339844,1.0949305295944214,0.598766565322876,17.019739151000977,1.0939722061157227,0.5974072217941284,16.986000061035156,1.0945708751678467,0.5985156893730164,16.993799209594727,0.0,0.0,0
2023-08-14 02:00:00,1.0938525199890137,0.5964807868003845,17.00979995727539,1.0938525199890137,0.5964807868003845,17.00979995727539,1.0943313837051392,0.5974786281585693,17.018199920654297,1.0934937000274658,0.5963029265403748,16.993000030517578,1.0939722061157227,0.5974429249763489,17.009870529174805,0.0,0.0,0
2023-08-14 03:00:00,1.0933741331100464,0.59598308801651,17.033510208129883,1.0933741331100464,0.59598308801651,17.033510208129883,1.0940918922424316,0.5965874791145325,17.033510208129883,1.0933741331100464,0.5956990718841553,17.006000518798828,1.0939722061157227,0.5965874791145325,17.011629104614258,0.0,0.0,0
2023-08-14 04:00:00,1.0933741331100464,0.5960185527801514,17.0310001373291,1.0933741331100464,0.5960185527801514,17.0310001373291,1.0936132669448853,0.5962674021720886,17.04191017150879,1.0932546854019165,0.5958410501480103,17.023000717163086,1.0933741331100464,0.5959120392799377,17.03070068359375,0.0,0.0,0
2023-08-14 05:00:00,1.0938525199890137,0.5962674021720886,17.028099060058594,1.0938525199890137,0.5962674021720886,17.028099060058594,1.0938525199890137,0.5965518951416016,17.035110473632812,1.0934937000274658,0.5959120392799377,17.023000717163086,1.0934937000274658,0.5960896611213684,17.031200408935547,0.0,0.0,0
2023-08-14 06:00:00,1.0939722061157227,0.5967299342155457,17.02199935913086,1.0939722061157227,0.5967299342155457,17.02199935913086,1.0943313837051392,0.5968723893165588,17.03441047668457,1.0936132669448853,0.5962318181991577,17.017000198364258,1.0938525199890137,0.5964452028274536,17.02790069580078,0.0,0.0,0
2023-08-14 07:00:00,1.0934937000274658,0.59719318151474,16.99921989440918,1.0934937000274658,0.59719318151474,16.99921989440918,1.0939722061157227,0.59719318151474,17.033809661865234,1.0930156707763672,0.5961607098579407,16.98699951171875,1.0939722061157227,0.5966587066650391,17.021699905395508,0.0,0.0,0
